method,mean_initial,sd_initial,alpha
CSVI,-0.004097404521475,1,20
CSVI,30.003740738117,1,20
CSVI,30.000826880891,1,20
CSVI,-30.0029416836303,1,20
CSVI,0.002043502392437,1,20
CSVI,30.003957131845,1,20
CSVI,0.002977120104466,1,20
CSVI,0.00239186185957,1,20
CSVI,30.0005872240101,1,20
CSVI,29.995649679113,1,20
CSVI,30.0059318737435,1,20
CSVI,-0.000216904464745,1,20
CSVI,30.0006583258576,1,20
CSVI,30.000149621495,1,20
CSVI,-0.001362075078131,1,20
CSVI,0.001947344771806,1,20
CSVI,-30.005133907155,1,20
CSVI,0.004106430999893,1,20
CSVI,29.9958703277539,1,20
CSVI,-30.0025468646509,1,20
CSVI,-0.005947382440974,1,20
CSVI,-0.003676567091843,1,20
CSVI,-30.0023625155644,1,20
CSVI,-0.000123341957353,1,20
CSVI,-0.003802411561824,1,20
CSVI,0.005878289268848,1,20
CSVI,30.0038083362988,1,20
CSVI,-30.0003434779367,1,20
CSVI,-30.0054387931597,1,20
CSVI,0.00065894917005,1,20
CSVI,29.9939320764322,1,20
CSVI,30.0049109410804,1,20
CSVI,-0.001080973786324,1,20
CSVI,29.9928663116459,1,20
CSVI,-29.9994666187471,1,20
CSVI,0.00192768467715,1,20
CSVI,29.9936837344644,1,20
CSVI,30.000642693277,1,20
CSVI,-30.00712059295,1,20
CSVI,-30.0023074819155,1,20
CSVI,-29.9987167148635,1,20
CSVI,0.003295500386644,1,200
CSVI,0.049565317309696,1,200
CSVI,0.0008858346767,1,200
CSVI,-0.024770954204616,1,200
CSVI,-0.075307360015497,1,200
CSVI,0.077024218991502,1,200
CSVI,0.010555823703947,1,200
CSVI,-0.013384841060146,1,200
CSVI,0.093502440057645,1,200
CSVI,-0.003002677278574,1,200
CSVI,-0.013341648069052,1,200
CSVI,0.001269003935993,1,200
CSVI,-0.025337748574196,1,200
CSVI,-0.010271591754221,1,200
CSVI,0.014323577073545,1,200
CSVI,0.037330778579548,1,200
CSVI,0.002905811615846,1,200
CSVI,0.093870222519338,1,200
CSVI,0.008721733211143,1,200
CSVI,-0.088350160757678,1,200
CSVI,-0.030517220506988,1,200
CSVI,0.028034460566435,1,200
CSVI,-0.006287055195283,1,200
CSVI,0.00265335700686,1,200
CSVI,-0.041321811871551,1,200
CSVI,-0.031484346133204,1,200
CSVI,-0.021523076242841,1,200
CSVI,0.006605758958112,1,200
CSVI,0.00865786162982,1,200
CSVI,-0.016313505293543,1,200
CSVI,-0.004727541011217,1,200
CSVI,-0.023926654249127,1,200
CSVI,-0.035601520575262,1,200
CSVI,0.008421857575818,1,200
CSVI,0.010257580914998,1,200
CSVI,-0.063125208755397,1,200
CSVI,0.047585012695279,1,200
CSVI,0.018187307531782,1,200
CSVI,-0.004012546691771,1,200
CSVI,-0.005793599739986,1,200
CSVI,0.035345872196624,1,200
CSVI,-0.105712030466339,1,200
CSVI,-0.006941335906011,1,200
CSVI,-0.064431749720661,1,200
CSVI,0.011057851242451,1,200
CSVI,0.001383424247225,1,200
CSVI,0.008802191576037,1,200
CSVI,-0.005052819000764,1,200
CSVI,0.072160729880817,1,200
CSVI,-0.110906918710991,1,200
CSVI,0.108093912895647,1,200
CSVI,-0.00033656917227,1,200
CSVI,-0.075380989065489,1,200
CSVI,0.01952200706827,1,200
CSVI,-0.012108516409843,1,200
CSVI,-0.057298041406369,1,200
CSVI,0.044010548033847,1,200
CSVI,-0.005521873700567,1,200
CSVI,0.122409333456321,1,200
CSVI,-0.142738459708089,1,200
CSVI,0.016978159676128,1,200
CSVI,-0.06355475334993,1,200
CSVI,0.033956545210117,1,200
CSVI,-0.008997475375488,1,200
CSVI,0.055299885288008,1,200
CSVI,-0.05964555725002,1,200
CSVI,0.008693401430278,1,200
CSVI,-0.003137534009394,1,200
CSVI,0.012364754124976,1,200
CSVI,-0.063665925943104,1,200
CSVI,-0.018209513738223,1,200
CSVI,0.013859083614479,1,200
CSVI,-0.007413342269384,1,200
CSVI,-0.01784446935244,1,200
CSVI,-0.050713560940959,1,200
CSVI,-0.089532212302263,1,200
CSVI,0.02407917170339,1,200
CSVI,0.012430583787819,1,200
CSVI,0.01812545535351,1,200
CSVI,-0.044074690215813,1,200
CSVI,-0.002116414991841,1,200
CSVI,0.062946061960222,1,200
CSVI,-0.092939820138314,1,200
CSVI,0.04420204198944,1,200
CSVI,0.019494203549777,1,200
CSVI,0.010167881886061,1,200
CSVI,0.00354061303804,1,200
CSVI,0.144093590695919,1,200
CSVI,0.098311804225689,1,200
CSVI,-0.00752806622419,1,200
CSVI,-0.000731521236456,1,200
CSVI,-0.057337701564874,1,200
CSVI,-0.053229155153033,1,200
CSVI,-0.017958749729816,1,200
CSVI,-0.011092898688284,1,200
CSVI,-0.119836358520119,1,200
CSVI,0.005078971908132,1,200
CSVI,0.009916511970358,1,200
CSVI,0.004505397371214,1,200
CSVI,-0.028344054522343,1,200
CSVI,-0.000293180774302,1,50
CSVI,-29.9593625867748,1,50
CSVI,-29.9593106168647,1,50
CSVI,-29.9631940746218,1,50
CSVI,0.005307214242178,1,50
CSVI,0.004826948236858,1,50
CSVI,0.000363276080258,1,50
CSVI,-0.004290538364658,1,50
CSVI,0.001133198343561,1,50
CSVI,-0.003313392046408,1,50
CSVI,-29.965508573796,1,50
CSVI,29.9614601038095,1,50
CSVI,-29.965817188449,1,50
CSVI,29.9662747150509,1,50
CSVI,-29.9563237645431,1,50
CSVI,-29.9623721176639,1,50
CSVI,-29.9607720772623,1,50
CSVI,29.962252416211,1,50
CSVI,0.00105501587833,1,50
CSVI,-29.9679760709379,1,50
CSVI,-29.9597956386291,1,50
CSVI,-0.002715906037766,1,50
CSVI,-0.004426532106111,1,50
CSVI,-5.0700408982901E-05,1,50
CSVI,-29.9578801818737,1,50
CSVI,-29.961479767931,1,50
CSVI,-29.9661420507567,1,50
CSVI,-0.002728550762458,1,50
CSVI,29.9627031230424,1,50
CSVI,29.9663425280901,1,50
CSVI,-29.9600910117139,1,50
CSVI,-29.960932186544,1,50
CSVI,29.9619940529463,1,50
CSVI,0.000887712483949,1,50
CSVI,-29.9593951302517,1,50
CSVI,29.9682425525139,1,50
CSVI,0.000754338222239,1,50
CSVI,29.9620571638874,1,50
CSVI,0.001094805402644,1,50
CSVI,-0.002663075584816,1,50
CSVI,0.001636507547983,1,50
CSVI,29.9574741792601,1,50
CSVI,0.004605692286012,1,50
CSVI,0.001205728604081,1,50
CSVI,-0.001766966523454,1,50
CSVI,-0.001475101225019,1,50
CSVI,29.9660303205045,1,50
CSVI,0.001723550806335,1,50
CSVI,0.001644945276782,1,50
CSVI,-29.9732826491318,1,50
CSVI,-0.001093390157849,1,50
CSVI,29.9674709254172,1,50
CSVI,29.9639412654895,1,50
CSVI,-0.002576194550745,1,50
CSVI,0.003156749802056,1,50
CSVI,29.9644859267893,1,50
CSVI,0.003525493743577,1,50
CSVI,-29.9630579081644,1,50
CSVI,0.002685703384979,1,50
CSVI,29.9583966965194,1,50
CSVI,29.9648952732988,1,50
CSVI,29.9686052155072,1,50
CSVI,29.9630373917771,1,50
CSVI,29.9617051210634,1,50
CSVI,-0.001166976867807,1,50
CSVI,29.9569962794028,1,50
CSVI,-29.9679368272192,1,50
CSVI,-29.9566942113163,1,50
CSVI,-0.00056033490803,1,50
CSVI,29.9675798322979,1,50
CSVI,29.966661690516,1,50
CSVI,0.002383249380079,1,50
CSVI,0.001587081121395,1,50
CSVI,-0.00048213193329,1,50
CSVI,-0.001555298008514,1,50
CSVI,29.9634266374244,1,50
CSVI,-0.003102026649234,1,50
CSVI,0.001512329671325,1,50
CSVI,29.9682332088413,1,50
CSVI,0.003252303308489,1,50
CSVI,0.001562792609398,1,50
CSVI,-29.9573795873912,1,50
CSVI,-29.9660910381403,1,50
CSVI,-29.9537621995174,1,50
CSVI,0.002985274659985,1,50
CSVI,-29.9649883906833,1,50
CSVI,29.9668077731965,1,50
CSVI,-29.9658309376818,1,50
CSVI,-29.959481526316,1,50
CSVI,-0.001144785333557,1,50
CSVI,-0.001502630511635,1,50
CSVI,29.960093800916,1,50
CSVI,-0.003438051136171,1,50
CSVI,29.9668641032405,1,50
CSVI,-0.002880288042111,1,50
CSVI,29.9599570490249,1,50
CSVI,-29.9660399836039,1,50
CSVI,-29.9669166329405,1,50
CSVI,-0.001599392617528,1,50
CSVI,-29.9577920176264,1,50
