method,mean_initial,sd_initial,alpha
CSVI,0.1495224290533249,1.0,10000
CSVI,6.677195022803424,1.0,10000
CSVI,-5.092952997218969,1.0,10000
CSVI,3.0856666765524716,1.0,10000
CSVI,1.3854668520679405,1.0,10000
CSVI,3.7387148304015136,1.0,10000
CSVI,-2.315368002570203,1.0,10000
CSVI,-5.35230619976029,1.0,10000
CSVI,0.4898699742406766,1.0,10000
CSVI,4.3257997299724735,1.0,10000
CSVI,1.877715897000687,1.0,10000
CSVI,10.356919244118018,1.0,10000
CSVI,-10.95741141227321,1.0,10000
CSVI,2.838311284345985,1.0,10000
CSVI,-3.071415478816297,1.0,10000
CSVI,-7.32000896859583,1.0,10000
CSVI,-4.193489233260933,1.0,10000
CSVI,1.337585942814088,1.0,10000
CSVI,1.6110411564531153,1.0,10000
CSVI,0.367062941559049,1.0,10000
CSVI,0.2225656496398035,1.0,10000
CSVI,-6.5251142958990735,1.0,10000
CSVI,10.033033016028664,1.0,10000
CSVI,-2.181326736189791,1.0,10000
CSVI,2.305501423332954,1.0,10000
CSVI,1.2792988261152283,1.0,10000
